,lat,lon,timestamp,amenity,name,brand:wikidata,official_name,addr:housenumber,brand:wikipedia,opening_hours,cuisine,addr:street,takeaway,brand,operator,website,fuel:octane_91,fuel:octane_89,fuel:diesel,fuel:octane_87,phone,addr:postcode,addr:city,access,toilets:wheelchair,wheelchair,name:en,level,indoor,healthcare,description,source,fuel:octane_94,covered,self_service,addr:unit,name:zh,internet_access,drive_through,surveillance,atm,fee,wikidata,alt_name,shop,outdoor_seating,email,capacity,ref,collection_times,building,leisure,entrance,note,fuel:gasoline,bicycle_parking,alt,smoking,brand:en,brand:zh,url,addr:province,old_name,dispensing,layer,internet_access:fee,name:fr,short_name,payment:credit_cards,payment:debit_cards,delivery,microbrewery,air_conditioning,bar,diet:vegetarian,addr:country,reservation,wikipedia,building:levels,drive_in,surrey:addrid,surrey:date,socket:type1,drink,designation,wifi,source:location,brand:fr,official_name:en,official_name:fr,shop:computer,shop:photo,shop:electronics,source:name,name:vi,alt_name:en,alt_name:vi,membership,source:position,operator:wikidata,operator:wikipedia,website:fr,int_name,seating,phone:CA,authentication,socket:tesla_supercharger:output,source:addr
2415,49.1722688,-123.1361069,2019-10-29T03:23:55.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,8111,en:Starbucks,,coffee_shop,Ackroyd Road,yes,Starbucks,,,,,,,,,Richmond,,,,,,,,,,,,,,,wlan,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,49.1721344,-123.1345608,2019-05-27T13:45:24.000-07:00,bank,RBC,Q735261,Royal Bank of Canada,,en:Royal Bank of Canada,,,,,RBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,49.1711386,-123.1360519,2019-10-29T03:23:55.000-07:00,restaurant,Boston Pizza,Q894578,,,en:Boston Pizza,,pizza,,,Boston Pizza,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,49.1776798,-123.1359487,2019-05-27T13:45:23.000-07:00,bank,Scotiabank,Q451476,,,en:Scotiabank,,,,,Scotiabank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,49.0918062,-122.9576859,2019-09-13T13:56:49.000-07:00,fuel,Esso,Q867662,,9591,en:Esso,24/7,,Ladner Trunk Road,,Esso,,,,,,,,,Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,49.0913616,-122.9566846,2019-09-13T13:56:49.000-07:00,fuel,Chevron,Q319642,,9628,en:Chevron Corporation,24/7,,Ladner Trunk Road,,Chevron,,,,,,,,,Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,49.1717889,-123.1359234,2019-05-27T13:45:24.000-07:00,restaurant,White Spot,Q7995414,,,en:White Spot,,burger,,,White Spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,49.1321157,-123.0947566,2019-08-24T15:12:34.000-07:00,fast_food,Quiznos,Q1936229,,,en:Quiznos,,sandwich,,yes,Quiznos,,,,,,,,,,,,,,,,,,,,,,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,49.1322997,-123.0914934,2019-08-24T15:12:34.000-07:00,fast_food,Taco Del Mar,Q7673972,,,en:Taco del Mar,,mexican,,yes,Taco Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,49.0899558,-123.0789546,2019-06-06T07:44:09.000-07:00,fuel,Chevron,Q319642,,5206,en:Chevron Corporation,,,Ladner Trunk Road,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,49.0904492,-123.077525,2019-06-06T07:44:09.000-07:00,fuel,Shell,Q154950,,,en:Royal Dutch Shell,,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,49.0894108,-123.0802013,2019-07-06T07:48:56.000-07:00,fast_food,Little Caesars,Q1393809,,,en:Little Caesars,,pizza,,yes,Little Caesars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,49.0359205,-123.0691691,2019-09-25T19:59:23.000-07:00,fast_food,McDonald's,Q38076,,1815,en:McDonald's,,burger,56 Street,yes,McDonald's,,http://www.mcdonalds.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,49.1644702,-123.1361623,2020-04-17T20:57:09.000-07:00,restaurant,IHOP,Q1185675,,6780,en:IHOP,,breakfast;pancake,Number 3 Road,,IHOP,,http://data.gointranet.com/cgi-bin/unitloc/ihop/locator.cgi?cpage=main.html&cu=ejeske&cl=304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,49.2340385,-123.1158694,2019-08-29T17:44:11.000-07:00,bank,CIBC,Q666694,,,en:Canadian Imperial Bank of Commerce,,,,,CIBC,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,49.2345812,-123.1157037,2019-08-29T17:49:06.000-07:00,bank,Vancity,Q7914085,Vancouver City Savings Credit Union,,en:Vancity,,,,,Vancity,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,https://www.vancity.com/ContactUs/FindBranchATM/?show=branchDetail&branch_id=41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,49.2342169,-123.1276449,2019-08-29T17:49:06.000-07:00,fuel,Petro-Canada,Q1208279,,5680,en:Petro-Canada,,,Oak Street,,Petro-Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,49.184439,-123.1359343,2020-04-17T21:26:32.000-07:00,bank,RBC,Q735261,Royal Bank of Canada,,en:Royal Bank of Canada,,,,,RBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,49.2796709,-123.1221195,2019-08-29T17:59:17.000-07:00,fast_food,Harvey's,Q1466184,,,en:Harvey's,,burger,,yes,Harvey's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,49.2347512,-123.1582643,2019-12-26T22:15:17.000-08:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,24/7,coffee_shop,,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,49.2729377,-123.0997917,2019-11-15T18:17:54.000-08:00,cafe,Starbucks,Q37158,Starbucks Coffee,201,en:Starbucks,Mo-Sa 06:00-20:00; Su 06:00-19:00,coffee_shop,,yes,Starbucks,,https://www.starbucks.com/,,,,,,,Vancouver,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,49.247577,-123.1850924,2019-08-29T19:02:51.000-07:00,pharmacy,Shoppers Drug Mart,Q1820137,,,en:Shoppers Drug Mart,Mo-Su 08:00-00:00,,,,Shoppers Drug Mart,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,49.2739585,-123.0980509,2020-06-11T20:24:10.000-07:00,fast_food,A&W,Q2818848,,,en:A&W (Canada),Mo-Fr 06:00-20:00; Sa 07:30-20:00; Su 08:00-20:00,burger,,yes,A&W,,http://www.aw.ca,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,49.26437,-123.1674354,2019-08-29T18:45:23.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,https://www.starbucks.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,49.0953173,-122.6241169,2019-09-23T20:13:59.000-07:00,cafe,Tim Hortons,Q175106,,21612,en:Tim Hortons,,coffee_shop,Fraser Highway,yes,Tim Hortons,,,,,,,+1-604-533-1606,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,49.1623763,-122.6603266,2019-09-23T20:13:22.000-07:00,cafe,Tim Hortons,Q175106,,20250,en:Tim Hortons,,coffee_shop,88 Avenue,yes,Tim Hortons,,,,,,,+1-604-888-7101,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,49.1196856,-122.6912218,2019-06-03T03:16:01.000-07:00,cafe,Tim Hortons,Q175106,,19171,en:Tim Hortons,24/7,coffee_shop,Fraser Highway,yes,Tim Hortons,,,,,,,+1-604-574-1812,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,49.1247605,-122.7048284,2019-09-04T03:34:36.000-07:00,cafe,Tim Hortons,Q175106,,18682,en:Tim Hortons,24/7,coffee_shop,Fraser Highway,yes,Tim Hortons,,,,,,,+1-778-571-0394,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,49.1636149,-122.8780219,2019-06-25T02:54:10.000-07:00,cafe,Tim Hortons,Q175106,,12467,en:Tim Hortons,24/7,coffee_shop,88 Avenue,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,49.150248500000004,-122.8899397,2019-06-24T21:43:20.000-07:00,cafe,Tim Hortons,Q175106,,8080,en:Tim Hortons,24/7,coffee_shop,Scott Road,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,49.2506688,-122.8967172,2019-09-27T12:21:02.000-07:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,,coffee_shop,,yes,Tim Hortons,,,,,,,,,,,,,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,49.324043,-123.1099144,2019-09-12T16:34:50.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,49.3239681,-123.1028264,2019-12-27T00:25:12.000-08:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,49.3232543,-123.1137594,2019-09-12T16:34:50.000-07:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,,coffee_shop,,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,49.2310155,-123.0061518,2019-05-29T18:10:20.000-07:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,49.2305371,-123.007442,2019-05-27T03:58:22.000-07:00,restaurant,Nando's,Q3472954,,4334,en:Nando's,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su 11:00-22:00,chicken;portuguese,Kingsway,,Nando's,,https://www.nandos.ca/eat/restaurants/kingsway,,,,,+1-604-434-6220,,,,,,Nando's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,49.1883248,-122.9517415,2019-07-15T03:19:59.000-07:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,49.1908795,-122.9497272,2020-02-19T20:48:13.000-08:00,post_office,Queensborough,Q1032001,,,en:Canada Post,,,,,Canada Post,Canada Post,,,,,,,V3M 5B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,49.1916994,-122.9502443,2019-09-23T20:20:53.000-07:00,fast_food,McDonald's,Q38076,,,en:McDonald's,,burger,,yes,McDonald's,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,49.1564728,-122.2095408,2020-03-07T07:53:21.000-08:00,fast_food,Sarpino's Pizzeria,Q28229116,,,en:Sarpino's Pizzeria,,pizza,,yes,Sarpino's Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,49.1863895,-122.8474565,2019-08-29T19:49:18.000-07:00,restaurant,Boston Pizza,Q894578,,,en:Boston Pizza,,pizza,,,Boston Pizza,,,,,,,,,,,,,Boston Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,49.1857514,-122.8478278,2019-08-29T19:49:18.000-07:00,pharmacy,Shoppers Drug Mart,Q1820137,,,en:Shoppers Drug Mart,,,,,Shoppers Drug Mart,,,,,,,,,,,,,Shoppers Drug Mart,0,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,49.1868482,-122.8490317,2019-06-25T03:54:28.000-07:00,fast_food,Orange Julius,Q3355059,,,en:Orange Julius,,juice,,yes,Orange Julius,,,,,,,,,,,,,Orange Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,49.1871184,-122.8490357,2019-08-24T15:23:01.000-07:00,fast_food,Booster Juice,Q4943796,,,en:Booster Juice,,juice,,yes,Booster Juice,,,,,,,,,,,,,Booster Juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,49.1868448,-122.8492283,2019-08-24T15:23:01.000-07:00,fast_food,Cultures,Q64876898,,,,,sandwich,,yes,Cultures,,,,,,,,,,,,,Cultures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,49.1871177,-122.8491133,2019-06-25T03:54:28.000-07:00,fast_food,A&W,Q2818848,,,en:A&W (Canada),,burger,,yes,A&W,,,,,,,,,,,,,A&W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,49.1871155,-122.8493572,2019-06-25T03:54:28.000-07:00,fast_food,Manchu Wok,Q6747622,,,en:Manchu Wok,,chinese,,yes,Manchu Wok,,,,,,,,,,,,,Manchu Wok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,49.1871919,-122.849834,2019-08-24T15:23:01.000-07:00,fast_food,KFC,Q524757,,,en:KFC,,chicken,,yes,KFC,,,,,,,,,,,,,KFC,,,,,,,,,,,,,,,,,Kentucky Fried Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,49.1864343,-122.8488672,2019-06-25T03:34:59.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,49.1871146,-122.8494584,2019-08-29T20:45:23.000-07:00,fast_food,Charleys Philly Steaks,Q1066777,,,en:Charleys Philly Steaks,,sandwich,,yes,Charleys Philly Steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,49.186992,-122.84998,2019-06-25T00:59:54.000-07:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,Subway,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,49.186768,-122.8499392,2019-06-25T00:59:54.000-07:00,fast_food,Burger King,Q177054,,,en:Burger King,,burger,,yes,Burger King,,,,,,,,,,,,,Burger King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,49.1886831,-122.802172,2019-08-23T11:23:31.000-07:00,fast_food,Chipotle,Q465751,Chipotle Mexican Grill,,en:Chipotle Mexican Grill,,mexican,,yes,Chipotle,,,,,,,,,,,,,Chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,49.1900326,-122.8023914,2019-08-23T11:23:31.000-07:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,49.1896522,-122.8033776,2019-10-29T18:02:14.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,49.2764887,-123.1189668,2019-08-29T17:37:11.000-07:00,fast_food,Subway,Q244457,,1000,en:Subway (restaurant),24/7,sandwich,Mainland Street,yes,Subway,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,49.1775615,-123.1222328,2020-04-17T21:26:32.000-07:00,fast_food,Subway,Q244457,,1530-4777,en:Subway (restaurant),,sandwich,McClelland Road,yes,Subway,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,49.1784334,-123.121667,2020-04-17T21:26:32.000-07:00,restaurant,Nando's,Q3472954,,4711,en:Nando's,,chicken;portuguese,McClelland Road,,Nando's,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,49.1781724,-123.1211081,2020-04-17T21:26:32.000-07:00,fast_food,Burger King,Q177054,,1805-4720,en:Burger King,,burger,McClelland Road,yes,Burger King,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,49.1776145,-123.1211398,2020-04-17T21:26:32.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,1845-4720,en:Starbucks,,coffee_shop,McClelland Road,yes,Starbucks,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,49.1775106,-123.1208199,2020-04-17T21:26:32.000-07:00,bank,CIBC,Q666694,,9231,en:Canadian Imperial Bank of Commerce,,,Alderbridge Way,,CIBC,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,49.1703989,-123.1368667,2019-09-13T13:57:03.000-07:00,bank,TD Canada Trust,Q1080670,,5991,en:TD Canada Trust,,,No. 3 Road,,TD Canada Trust,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,49.1747406,-123.1330391,2019-05-27T13:45:23.000-07:00,bank,TD Canada Trust,Q1080670,,,en:TD Canada Trust,,,,,TD Canada Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,49.1736447,-123.1461565,2020-03-17T17:01:56.000-07:00,bank,TD Canada Trust,Q1080670,,140-7488,en:TD Canada Trust,,,Lansdowne Road,,TD Canada Trust,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,49.1686984,-123.13623,2019-09-13T13:57:03.000-07:00,bank,HSBC,Q190464,,6168,en:HSBC,,,No. 3 Road,,HSBC,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,49.3277823,-123.139609,2019-06-08T20:08:26.000-07:00,fast_food,Chipotle,Q465751,Chipotle Mexican Grill,,en:Chipotle Mexican Grill,10:45-10:00,mexican,,yes,Chipotle,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,49.3262061,-123.1361153,2019-10-29T17:29:30.000-07:00,fast_food,Five Guys,Q1131810,Five Guys Burgers and Fries,728,en:Five Guys,,burger,Main Street,yes,Five Guys,,,,,,,,,,,,yes,,0,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,49.057944,-122.3766523,2019-09-25T14:41:41.000-07:00,pharmacy,Walmart Pharmacy,Q483551,,,en:Walmart,Mo-Su 07:00-23:00,,,,Walmart,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,49.2173905,-122.5917912,2019-12-24T02:09:36.000-08:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,49.2173052,-122.5914929,2019-12-24T02:49:29.000-08:00,bank,TD Canada Trust,Q1080670,,,en:TD Canada Trust,,,,,TD Canada Trust,,,,,,,,,,,,,TD Canada Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,49.2605857,-122.8892018,2020-01-29T18:38:37.000-08:00,fast_food,Panago,Q17111672,,,en:Panago,,pizza,,yes,Panago,,,,,,,,,,,,,Panago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,49.2610457,-122.8889811,2019-09-23T20:19:20.000-07:00,bank,CIBC,Q666694,,,en:Canadian Imperial Bank of Commerce,,,,,CIBC,,,,,,,,,,,,,CIBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
